"fat_thickness [mm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
5,0.6,136,84,-34.8394856073855
5,0.6,136,86,-34.7846755454259
5,0.6,136,88,-34.7413230213582
5,0.6,136,90,-34.7097000619737
5,0.6,136,92,-34.6900627958895
5,0.6,136,94,-34.6826471624753
5,0.6,136,96,-34.687667074787
5,0.6,136,98,-34.7053149094861
5,0.6,136,100,-34.7357641333681
5,0.6,136,102,-34.779173824011
5,0.6,136,104,-34.8356948003193
5,0.6,136,106,-34.9054770470085
5,0.6,136,108,-34.9886780958191
5,0.6,136,110,-35.0854720168961
5,0.6,136,112,-35.1960586785877
5,0.6,136,114,-35.3206729557077
5,0.6,136,116,-35.4595936079279
5,0.6,136,118,-35.6131516137274
5,0.6,136,120,-35.7817378324652
5,0.6,136,122,-35.9658099773322
5,0.6,136,124,-36.1658990131868
5,0.6,136,126,-36.3826152420611
5,0.6,136,128,-36.6166545010712
5,0.6,136,130,-36.8688050683902
5,0.6,136,132,-37.1399560502871
5,0.6,136,134,-37.4311082067395
5,0.6,136,136,-37.7433883706318
5,0.6,136,138,-38.0780688388815
5,0.6,136,140,-38.436593384842
5,0.6,136,142,-38.8206118933924
5,0.6,136,144,-39.2320261017671
5,0.6,136,146,-39.6730496097924
5,0.6,136,148,-40.1462863024489
5,0.6,136,150,-40.6548327504882
5,0.6,136,152,-41.202412234341
5,0.6,136,154,-41.7935510859781
5,0.6,136,156,-42.4338125123319
5,0.6,136,158,-43.1301095517447
5,0.6,136,160,-43.8911279578153
5,0.6,136,162,-44.72790167262
5,0.6,136,164,-45.6545953036652
5,0.6,136,166,-46.6895454462893
5,0.6,136,168,-47.8565397255534
5,0.6,136,170,-49.1859579502609
5,0.6,136,172,-50.7139603737104
5,0.6,136,174,-52.4722722015377
5,0.6,136,176,-54.4399458021407
5,0.6,136,178,-56.3689888600743
5,0.6,136,180,-57.4560351570435
7.5,0.6,136,0,-54.9500624270445
7.5,0.6,136,2,-57.7194638155119
7.5,0.6,136,4,-59.9983021920458
7.5,0.6,136,6,-59.4384203956573
7.5,0.6,136,8,-56.7433304564682
7.5,0.6,136,10,-54.0318176493378
7.5,0.6,136,12,-51.7648534845288
7.5,0.6,136,14,-49.8889425974144
7.5,0.6,136,16,-48.3086784485073
7.5,0.6,136,18,-46.9511098970455
7.5,0.6,136,20,-45.7652494623951
7.5,0.6,136,22,-44.7154633406895
7.5,0.6,136,24,-43.7763542481494
7.5,0.6,136,26,-42.929389162984
7.5,0.6,136,28,-42.1607239769567
7.5,0.6,136,30,-41.4597830643058
7.5,0.6,136,32,-40.8183118570899
7.5,0.6,136,34,-40.2297305373351
7.5,0.6,136,36,-39.6886839049603
7.5,0.6,136,38,-39.1907222896725
7.5,0.6,136,40,-38.7320721960411
7.5,0.6,136,42,-38.3094698628887
7.5,0.6,136,44,-37.9200399103027
7.5,0.6,136,46,-37.5612069388465
7.5,0.6,136,48,-37.2306316148374
7.5,0.6,136,50,-36.9261651810902
7.5,0.6,136,52,-36.6458179341046
7.5,0.6,136,54,-36.3877382918131
7.5,0.6,136,56,-36.1501998221523
7.5,0.6,136,58,-35.9315941295776
7.5,0.6,136,60,-35.7304278816927
7.5,0.6,136,62,-35.5453225529296
7.5,0.6,136,64,-35.3750157009891
7.5,0.6,136,66,-35.2183627972501
7.5,0.6,136,68,-35.0743388193649
7.5,0.6,136,70,-34.9420389919255
7.5,0.6,136,72,-34.8206782343033
7.5,0.6,136,74,-34.7095890449407
7.5,0.6,136,76,-34.6082177169011
7.5,0.6,136,78,-34.516118936176
7.5,0.6,136,80,-34.4329489559975
7.5,0.6,136,82,-34.3584576601084
7.5,0.6,136,84,-34.2924799186598
7.5,0.6,136,86,-34.2349266965824
7.5,0.6,136,88,-34.185776392755
7.5,0.6,136,90,-34.1450668689385
7.5,0.6,136,92,-34.1128885732489
7.5,0.6,136,94,-34.089379079615
7.5,0.6,136,96,-34.0747192598938
7.5,0.6,136,98,-34.0691311877834
7.5,0.6,136,100,-34.072877752198
7.5,0.6,136,102,-34.0862638405872
7.5,0.6,136,104,-34.1096388469953
7.5,0.6,136,106,-34.1434001714689
7.5,0.6,136,108,-34.1879973115508
7.5,0.6,136,110,-34.2439361067766
7.5,0.6,136,112,-34.3117826860169
7.5,0.6,136,114,-34.392166686913
7.5,0.6,136,116,-34.4857833671185
7.5,0.6,136,118,-34.5933943079093
7.5,0.6,136,120,-34.7158265198626
7.5,0.6,136,122,-34.8539698941703
7.5,0.6,136,124,-35.0087730969288
7.5,0.6,136,126,-35.1812381718052
7.5,0.6,136,128,-35.3724142930896
7.5,0.6,136,130,-35.5833912914305
7.5,0.6,136,132,-35.8152937554587
7.5,0.6,136,134,-36.0692766938472
7.5,0.6,136,136,-36.3465239276781
7.5,0.6,136,138,-36.6482505803655
7.5,0.6,136,140,-36.975711255325
7.5,0.6,136,142,-37.3302157602651
7.5,0.6,136,144,-37.7131545805318
7.5,0.6,136,146,-38.1260367646249
7.5,0.6,136,148,-38.5705435257706
7.5,0.6,136,150,-39.0486017811272
7.5,0.6,136,152,-39.5624831982426
7.5,0.6,136,154,-40.1149363454358
7.5,0.6,136,156,-40.7093626591611
7.5,0.6,136,158,-41.3500518351472
7.5,0.6,136,160,-42.0425000942799
7.5,0.6,136,162,-42.7938476059803
7.5,0.6,136,164,-43.6134927766921
7.5,0.6,136,166,-44.5139776117748
7.5,0.6,136,168,-45.5123016303513
7.5,0.6,136,170,-46.6319322392427
7.5,0.6,136,172,-47.9059670308309
7.5,0.6,136,174,-49.3821758367155
7.5,0.6,136,176,-51.1307249975507
7.5,0.6,136,178,-53.2527804213582
7.5,0.6,136,180,-55.8640995769459
10,0.6,136,0,-59.9381063992794
10,0.6,136,2,-56.5935565973184
10,0.6,136,4,-53.7458018782823
10,0.6,136,6,-51.4788612237732
10,0.6,136,8,-49.6334397215963
10,0.6,136,10,-48.0878115335216
10,0.6,136,12,-46.7621656133922
10,0.6,136,14,-45.6038533149636
10,0.6,136,16,-44.5770735359461
10,0.6,136,18,-43.6566927336486
10,0.6,136,20,-42.8245495503523
10,0.6,136,22,-42.0671816202232
10,0.6,136,24,-41.3743788402687
10,0.6,136,26,-40.7382319285228
10,0.6,136,28,-40.152488067753
10,0.6,136,30,-39.6121034273115
10,0.6,136,32,-39.1129259837456
10,0.6,136,34,-38.6514671827404
10,0.6,136,36,-38.2247358706444
10,0.6,136,38,-37.8301169808918
10,0.6,136,40,-37.4652831022217
10,0.6,136,42,-37.1281306407362
10,0.6,136,44,-36.8167346044825
10,0.6,136,46,-36.5293175584133
10,0.6,136,48,-36.2642293102547
10,0.6,136,50,-36.0199345800101
10,0.6,136,52,-35.7950064000623
10,0.6,136,54,-35.5881233711118
10,0.6,136,56,-35.3980692156196
10,0.6,136,58,-35.2237333583895
10,0.6,136,60,-35.0641115406087
10,0.6,136,62,-34.9183057437065
10,0.6,136,64,-34.7855229584533
10,0.6,136,66,-34.6650725732909
10,0.6,136,68,-34.5563623629302
10,0.6,136,70,-34.4588932244328
10,0.6,136,72,-34.3722529278266
10,0.6,136,74,-34.2961092211408
10,0.6,136,76,-34.2302026594689
10,0.6,136,78,-34.1743395215324
10,0.6,136,80,-34.1283851441462
10,0.6,136,82,-34.0922579539173
10,0.6,136,84,-34.0659244141311
10,0.6,136,86,-34.0493950388505
10,0.6,136,88,-34.0427215595291
10,0.6,136,90,-34.0459952640953
10,0.6,136,92,-34.0593464657989
10,0.6,136,94,-34.082945000235
10,0.6,136,96,-34.1170015954412
10,0.6,136,98,-34.161769914098
10,0.6,136,100,-34.2175490317337
10,0.6,136,102,-34.2846860940157
10,0.6,136,104,-34.3635788932829
10,0.6,136,106,-34.454678122481
10,0.6,136,108,-34.558489105484
10,0.6,136,110,-34.6755728667983
10,0.6,136,112,-34.8065464894597
10,0.6,136,114,-34.9520828145657
10,0.6,136,116,-35.1129096550936
10,0.6,136,118,-35.2898088256145
10,0.6,136,120,-35.4836154236255
10,0.6,136,122,-35.6952179340005
10,0.6,136,124,-35.9255598640249
10,0.6,136,126,-36.1756437540771
10,0.6,136,128,-36.4465385534127
10,0.6,136,130,-36.7393915117093
10,0.6,136,132,-37.0554459311726
10,0.6,136,134,-37.396066375588
10,0.6,136,136,-37.7627732780968
10,0.6,136,138,-38.1572893829444
10,0.6,136,140,-38.5816011803405
10,0.6,136,142,-39.038039575829
10,0.6,136,144,-39.5293856800946
10,0.6,136,146,-40.0590101457273
10,0.6,136,148,-40.6310584755136
10,0.6,136,150,-41.2507011544035
10,0.6,136,152,-41.9244780520049
10,0.6,136,154,-42.6607845243509
10,0.6,136,156,-43.4705782319332
10,0.6,136,158,-44.3684434840459
10,0.6,136,160,-45.3742608892541
10,0.6,136,162,-46.5159558297524
10,0.6,136,164,-47.8342915329798
10,0.6,136,166,-49.3918405271218
10,0.6,136,168,-51.2913409618703
10,0.6,136,170,-53.7177918153903
10,0.6,136,172,-57.0493491408496
10,0.6,136,174,-62.1556920350639
10,0.6,136,176,-67.8644737705444
10,0.6,136,178,-61.9169817931601
10,0.6,136,180,-56.8777561883776
12.5,0.6,136,0,-57.6857728907195
12.5,0.6,136,2,-55.5384657996652
12.5,0.6,136,4,-53.1439187772473
12.5,0.6,136,6,-51.0548001981237
12.5,0.6,136,8,-49.2963816813519
12.5,0.6,136,10,-47.8045693000579
12.5,0.6,136,12,-46.5185559386524
12.5,0.6,136,14,-45.3923130103435
12.5,0.6,136,16,-44.392335606535
12.5,0.6,136,18,-43.494199109743
12.5,0.6,136,20,-42.6798820235486
12.5,0.6,136,22,-41.9358971388648
12.5,0.6,136,24,-41.2520094514741
12.5,0.6,136,26,-40.620348604275
12.5,0.6,136,28,-40.0347837230714
12.5,0.6,136,30,-39.4904748459431
12.5,0.6,136,32,-38.9835457315845
12.5,0.6,136,34,-38.5108421600627
12.5,0.6,136,36,-38.0697519426176
12.5,0.6,136,38,-37.6580704755782
12.5,0.6,136,40,-37.2739005312116
12.5,0.6,136,42,-36.9155781329395
12.5,0.6,136,44,-36.58161845814
12.5,0.6,136,46,-36.2706771416445
12.5,0.6,136,48,-35.9815233583435
12.5,0.6,136,50,-35.7130217941198
12.5,0.6,136,52,-35.4641211657148
12.5,0.6,136,54,-35.2338473835179
12.5,0.6,136,56,-35.0212998067579
12.5,0.6,136,58,-34.8256493440739
12.5,0.6,136,60,-34.6461374197918
12.5,0.6,136,62,-34.4820750659825
12.5,0.6,136,64,-34.3328416159128
12.5,0.6,136,66,-34.1978826658648
12.5,0.6,136,68,-34.076707137997
12.5,0.6,136,70,-33.9688834152357
12.5,0.6,136,72,-33.8740346293373
12.5,0.6,136,74,-33.7918332658514
12.5,0.6,136,76,-33.7219953068527
12.5,0.6,136,78,-33.6642741672411
12.5,0.6,136,80,-33.6184546969376
12.5,0.6,136,82,-33.5843475232073
12.5,0.6,136,84,-33.5617839977821
12.5,0.6,136,86,-33.550611994731
12.5,0.6,136,88,-33.5506927784527
12.5,0.6,136,90,-33.5618991272487
12.5,0.6,136,92,-33.584114856738
12.5,0.6,136,94,-33.617235838915
12.5,0.6,136,96,-33.6611725574232
12.5,0.6,136,98,-33.7158541789652
12.5,0.6,136,100,-33.7812340572307
12.5,0.6,136,102,-33.8572965230913
12.5,0.6,136,104,-33.9440647580687
12.5,0.6,136,106,-34.0416095030048
12.5,0.6,136,108,-34.1500583264182
12.5,0.6,136,110,-34.2696051726218
12.5,0.6,136,112,-34.4005199323053
12.5,0.6,136,114,-34.5431578298154
12.5,0.6,136,116,-34.6979685011152
12.5,0.6,136,118,-34.8655047411094
12.5,0.6,136,120,-35.0464310233777
12.5,0.6,136,122,-35.2415320331129
12.5,0.6,136,124,-35.4517215994549
12.5,0.6,136,126,-35.6780525630668
12.5,0.6,136,128,-35.921728269523
12.5,0.6,136,130,-36.1841165458358
12.5,0.6,136,132,-36.4667672112266
12.5,0.6,136,134,-36.7714344192652
12.5,0.6,136,136,-37.1001054652275
12.5,0.6,136,138,-37.4550381764952
12.5,0.6,136,140,-37.8388097180133
12.5,0.6,136,142,-38.2543807133075
12.5,0.6,136,144,-38.7051801955685
12.5,0.6,136,146,-39.1952193678706
12.5,0.6,136,148,-39.7292459705668
12.5,0.6,136,150,-40.3129570888153
12.5,0.6,136,152,-40.9532980095019
12.5,0.6,136,154,-41.6588910567174
12.5,0.6,136,156,-42.4406665573049
12.5,0.6,136,158,-43.3128189345861
12.5,0.6,136,160,-44.2943069875129
12.5,0.6,136,162,-45.4113091962057
12.5,0.6,136,164,-46.7014534611973
12.5,0.6,136,166,-48.2215804269011
12.5,0.6,136,168,-50.0631643494332
12.5,0.6,136,170,-52.3860807365909
12.5,0.6,136,172,-55.5007091410864
12.5,0.6,136,174,-60.0534742358508
12.5,0.6,136,176,-65.6477340661219
12.5,0.6,136,178,-61.8262512450937
12.5,0.6,136,180,-56.7321326849543
15,0.6,136,0,-57.3806951162864
15,0.6,136,2,-55.9283424296731
15,0.6,136,4,-53.4522126190039
15,0.6,136,6,-51.1308289272296
15,0.6,136,8,-49.1668102180915
15,0.6,136,10,-47.5152666706396
15,0.6,136,12,-46.1081654987246
15,0.6,136,14,-44.8907859945941
15,0.6,136,16,-43.8228835673257
15,0.6,136,18,-42.8750714227521
15,0.6,136,20,-42.0255880749515
15,0.6,136,22,-41.2580005144498
15,0.6,136,24,-40.5596473022695
15,0.6,136,26,-39.9205861915037
15,0.6,136,28,-39.3328748078857
15,0.6,136,30,-38.7900713639282
15,0.6,136,32,-38.2868825076061
15,0.6,136,34,-37.8189111008004
15,0.6,136,36,-37.3824729278692
15,0.6,136,38,-36.9744616013633
15,0.6,136,40,-36.5922475203639
15,0.6,136,42,-36.2336010383696
15,0.6,136,44,-35.8966328652641
15,0.6,136,46,-35.5797466889703
15,0.6,136,48,-35.2816003859544
15,0.6,136,50,-35.001073201508
15,0.6,136,52,-34.7372370476188
15,0.6,136,54,-34.4893306636979
15,0.6,136,56,-34.2567358555291
15,0.6,136,58,-34.0389553921631
15,0.6,136,60,-33.8355924099768
15,0.6,136,62,-33.6463313550296
15,0.6,136,64,-33.4709205975003
15,0.6,136,66,-33.3091568870058
15,0.6,136,68,-33.1608718001346
15,0.6,136,70,-33.0259202789015
15,0.6,136,72,-32.9041712885537
15,0.6,136,74,-32.7955005507459
15,0.6,136,76,-32.6997852454895
15,0.6,136,78,-32.6169005299248
15,0.6,136,80,-32.5467176967487
15,0.6,136,82,-32.4891037889994
15,0.6,136,84,-32.4439224968495
15,0.6,136,86,-32.4110361803934
15,0.6,136,88,-32.3903088839503
15,0.6,136,90,-32.3816102264994
15,0.6,136,92,-32.3848200652186
15,0.6,136,94,-32.399833832179
15,0.6,136,96,-32.4265684374867
15,0.6,136,98,-32.4649686168372
15,0.6,136,100,-32.5150135803633
15,0.6,136,102,-32.5767237967121
15,0.6,136,104,-32.6501677259678
15,0.6,136,106,-32.7354683019127
15,0.6,136,108,-32.8328089624404
15,0.6,136,110,-32.9424390402894
15,0.6,136,112,-33.0646783573829
15,0.6,136,114,-33.1999209166435
15,0.6,136,116,-33.3486376557997
15,0.6,136,118,-33.5113783178035
15,0.6,136,120,-33.6887726001765
15,0.6,136,122,-33.8815308677694
15,0.6,136,124,-34.0904448458434
15,0.6,136,126,-34.3163888482154
15,0.6,136,128,-34.5603222337075
15,0.6,136,130,-34.8232939199488
15,0.6,136,132,-35.1064499161957
15,0.6,136,134,-35.4110449705432
15,0.6,136,136,-35.7384595726314
15,0.6,136,138,-36.0902237303252
15,0.6,136,140,-36.4680491780305
15,0.6,136,142,-36.8738720180662
15,0.6,136,144,-37.3099083024768
15,0.6,136,146,-37.778725806237
15,0.6,136,148,-38.2833363202663
15,0.6,136,150,-38.8273143223756
15,0.6,136,152,-39.4149499976492
15,0.6,136,154,-40.0514473774055
15,0.6,136,156,-40.7431817674915
15,0.6,136,158,-41.4980339219099
15,0.6,136,160,-42.3258188707823
15,0.6,136,162,-43.2388162218978
15,0.6,136,164,-44.2523593918247
15,0.6,136,166,-45.3852715999147
15,0.6,136,168,-46.6593906846719
15,0.6,136,170,-48.0956927073517
15,0.6,136,172,-49.6991234947632
15,0.6,136,174,-51.4092407115987
15,0.6,136,176,-52.9728296598205
15,0.6,136,178,-53.8048849855298
15,0.6,136,180,-53.3784527339667
5,0.6,180,0,-60.4350395970726
5,0.6,180,2,-58.7227454503488
5,0.6,180,4,-56.0086139955591
5,0.6,180,6,-53.5573336610676
5,0.6,180,8,-51.5166239315837
5,0.6,180,10,-49.8116719432388
5,0.6,180,12,-48.3620758805107
5,0.6,180,14,-47.1078426523776
5,0.6,180,16,-46.0063531148099
5,0.6,180,18,-45.0271270501057
5,0.6,180,20,-44.1479235002855
5,0.6,180,22,-43.3521436026297
5,0.6,180,24,-42.6271259784868
5,0.6,180,26,-41.9630150616077
5,0.6,180,28,-41.3519955034032
5,0.6,180,30,-40.7877638755549
5,0.6,180,32,-40.2651574183883
5,0.6,180,34,-39.7798890480645
5,0.6,180,36,-39.3283557829694
5,0.6,180,38,-38.9074988253885
5,0.6,180,40,-38.5147004894894
5,0.6,180,42,-38.1477076245982
5,0.6,180,44,-37.8045741120394
5,0.6,180,46,-37.4836169996737
5,0.6,180,48,-37.183382238225
5,0.6,180,50,-36.9026170161616
5,0.6,180,52,-36.6402464870709
5,0.6,180,54,-36.3953533216915
5,0.6,180,56,-36.167159037561
5,0.6,180,58,-35.955006482898
5,0.6,180,60,-35.7583431866302
5,0.6,180,62,-35.5767055375365
5,0.6,180,64,-35.4097039262628
5,0.6,180,66,-35.2570090808341
5,0.6,180,68,-35.1183398587022
5,0.6,180,70,-34.993452738549
5,0.6,180,72,-34.8821331968189
5,0.6,180,74,-34.7841890712623
5,0.6,180,76,-34.6994459195603
5,0.6,180,78,-34.6277442863705
5,0.6,180,80,-34.5689387055021
5,0.6,180,82,-34.5228981916166
5,0.6,180,84,-34.4895079219217
5,0.6,180,86,-34.4686717750243
5,0.6,180,88,-34.4603153822572
5,0.6,180,90,-34.464389356091
5,0.6,180,92,-34.4808723894256
5,0.6,180,94,-34.509773966577
5,0.6,180,96,-34.5511364887816
5,0.6,180,98,-34.6050366905176
5,0.6,180,100,-34.6715863037401
5,0.6,180,102,-34.7509320106891
5,0.6,180,104,-34.843254807506
5,0.6,180,106,-34.9487689758561
5,0.6,180,108,-35.0677209239392
5,0.6,180,110,-35.2003882083181
5,0.6,180,112,-35.3470790816674
5,0.6,180,114,-35.5081329279929
5,0.6,180,116,-35.6839219468584
5,0.6,180,118,-35.8748544341704
5,0.6,180,120,-36.0813799834797
5,0.6,180,122,-36.3039969047866
5,0.6,180,124,-36.5432621356094
5,0.6,180,126,-36.7998039115794
5,0.6,180,128,-37.0743374828889
5,0.6,180,130,-37.3676842222808
5,0.6,180,132,-37.6807945858961
5,0.6,180,134,-38.0147755790827
5,0.6,180,136,-38.370923668648
5,0.6,180,138,-38.750764501815
5,0.6,180,140,-39.1561013836493
5,0.6,180,142,-39.5890752932692
5,0.6,180,144,-40.052240384117
5,0.6,180,146,-40.5486605723745
5,0.6,180,148,-41.0820352237033
5,0.6,180,150,-41.6568655146635
5,0.6,180,152,-42.2786784505043
5,0.6,180,154,-42.9543338921231
5,0.6,180,156,-43.6924531585795
5,0.6,180,158,-44.5040289291255
5,0.6,180,160,-45.4033101921997
5,0.6,180,162,-46.4091096386242
5,0.6,180,164,-47.5467582647425
5,0.6,180,166,-48.8510057010539
5,0.6,180,168,-50.3700236912449
5,0.6,180,170,-52.1691112885062
5,0.6,180,172,-54.3230269090076
5,0.6,180,174,-56.8311679467307
5,0.6,180,176,-59.1614296215955
5,0.6,180,178,-59.5133869839517
5,0.6,180,180,-57.4560351570435
7.5,0.6,180,0,-54.9500624270445
7.5,0.6,180,2,-58.5247824912523
7.5,0.6,180,4,-63.9908096261303
7.5,0.6,180,6,-67.115406832271
7.5,0.6,180,8,-60.9408429899195
7.5,0.6,180,10,-56.4807806536376
7.5,0.6,180,12,-53.426378857497
7.5,0.6,180,14,-51.1302621994064
7.5,0.6,180,16,-49.2941714721421
7.5,0.6,180,18,-47.7647200820993
7.5,0.6,180,20,-46.4539107133898
7.5,0.6,180,22,-45.3069490506396
7.5,0.6,180,24,-44.2875552768894
7.5,0.6,180,26,-43.3705482488001
7.5,0.6,180,28,-42.5377887316754
7.5,0.6,180,30,-41.775813516436
7.5,0.6,180,32,-41.0743822877496
7.5,0.6,180,34,-40.4255462785365
7.5,0.6,180,36,-39.8230297464949
7.5,0.6,180,38,-39.2618066070811
7.5,0.6,180,40,-38.7378029513554
7.5,0.6,180,42,-38.2476830770366
7.5,0.6,180,44,-37.7886922502284
7.5,0.6,180,46,-37.3585387921303
7.5,0.6,180,48,-36.9553039177138
7.5,0.6,180,50,-36.5773714924919
7.5,0.6,180,52,-36.2233723346609
7.5,0.6,180,54,-35.8921393454898
7.5,0.6,180,56,-35.5826708824579
7.5,0.6,180,58,-35.2941005700308
7.5,0.6,180,60,-35.0256722815051
7.5,0.6,180,62,-34.7767193938006
7.5,0.6,180,64,-34.5466476643523
7.5,0.6,180,66,-34.3349212400392
7.5,0.6,180,68,-34.141051407785
7.5,0.6,180,70,-33.9645877541992
7.5,0.6,180,72,-33.8051114319601
7.5,0.6,180,74,-33.6622302446989
7.5,0.6,180,76,-33.5355752683554
7.5,0.6,180,78,-33.4247987315671
7.5,0.6,180,80,-33.329572885067
7.5,0.6,180,82,-33.2495896032393
7.5,0.6,180,84,-33.1845604815829
7.5,0.6,180,86,-33.1342172224396
7.5,0.6,180,88,-33.0983121375505
7.5,0.6,180,90,-33.0766186385747
7.5,0.6,180,92,-33.068931633615
7.5,0.6,180,94,-33.0750677964282
7.5,0.6,180,96,-33.0948657222436
7.5,0.6,180,98,-33.1281860266235
7.5,0.6,180,100,-33.1749114782382
7.5,0.6,180,102,-33.2349472797813
7.5,0.6,180,104,-33.3082216212198
7.5,0.6,180,106,-33.3946866248974
7.5,0.6,180,108,-33.4943197828406
7.5,0.6,180,110,-33.6071259547736
7.5,0.6,180,112,-33.7331399544179
7.5,0.6,180,114,-33.8724297069557
7.5,0.6,180,116,-34.0250999187709
7.5,0.6,180,118,-34.1912961692904
7.5,0.6,180,120,-34.3712093215211
7.5,0.6,180,122,-34.5650801594345
7.5,0.6,180,124,-34.7732042016623
7.5,0.6,180,126,-34.9959367145223
7.5,0.6,180,128,-35.2336980529105
7.5,0.6,180,130,-35.4869795921255
7.5,0.6,180,132,-35.7563506724653
7.5,0.6,180,134,-36.0424671560799
7.5,0.6,180,136,-36.3460823880011
7.5,0.6,180,138,-36.6680615598393
7.5,0.6,180,140,-37.009400700759
7.5,0.6,180,142,-37.3712517805236
7.5,0.6,180,144,-37.7549557313086
7.5,0.6,180,146,-38.1620856251054
7.5,0.6,180,148,-38.5945028560609
7.5,0.6,180,150,-39.054430088423
7.5,0.6,180,152,-39.5445461242619
7.5,0.6,180,154,-40.0681100146159
7.5,0.6,180,156,-40.6291251660011
7.5,0.6,180,158,-41.232559700036
7.5,0.6,180,160,-41.8846483456464
7.5,0.6,180,162,-42.5933163094064
7.5,0.6,180,164,-43.368791895334
7.5,0.6,180,166,-44.2245221723153
7.5,0.6,180,168,-45.1785959492189
7.5,0.6,180,170,-46.2560585595931
7.5,0.6,180,172,-47.4928897205568
7.5,0.6,180,174,-48.9433184291148
7.5,0.6,180,176,-50.6944897813237
7.5,0.6,180,178,-52.899450765465
7.5,0.6,180,180,-55.8640995769458
10,0.6,180,0,-59.9381063992794
10,0.6,180,2,-58.0808705998431
10,0.6,180,4,-55.2829505519789
10,0.6,180,6,-52.8003295750603
10,0.6,180,8,-50.7456060776453
10,0.6,180,10,-49.0312934133803
10,0.6,180,12,-47.5728737315387
10,0.6,180,14,-46.3089998499479
10,0.6,180,16,-45.1966618062559
10,0.6,180,18,-44.2053567263393
10,0.6,180,20,-43.3129704818382
10,0.6,180,22,-42.5030917970632
10,0.6,180,24,-41.7632684868584
10,0.6,180,26,-41.0838573467359
10,0.6,180,28,-40.4572494514474
10,0.6,180,30,-39.8773371555234
10,0.6,180,32,-39.3391401998924
10,0.6,180,34,-38.8385389270942
10,0.6,180,36,-38.3720811199295
10,0.6,180,38,-37.9368403859938
10,0.6,180,40,-37.5303111934746
10,0.6,180,42,-37.1503302919042
10,0.6,180,44,-36.7950173057193
10,0.6,180,46,-36.4627293530234
10,0.6,180,48,-36.1520259709062
10,0.6,180,50,-35.8616416396944
10,0.6,180,52,-35.5904639273745
10,0.6,180,54,-35.3375158082124
10,0.6,180,56,-35.1019411019956
10,0.6,180,58,-34.8829922694538
10,0.6,180,60,-34.6800200109585
10,0.6,180,62,-34.4924642682578
10,0.6,180,64,-34.319846336991
10,0.6,180,66,-34.161761872326
10,0.6,180,68,-34.0178746203437
10,0.6,180,70,-33.8879107410742
10,0.6,180,72,-33.7716536111247
10,0.6,180,74,-33.6689390090357
10,0.6,180,76,-33.5796505980446
10,0.6,180,78,-33.5037156310534
10,0.6,180,80,-33.4411008127299
10,0.6,180,82,-33.3918082647316
10,0.6,180,84,-33.3558715525708
10,0.6,180,86,-33.3333517469692
10,0.6,180,88,-33.3243335088579
10,0.6,180,90,-33.3289212055291
10,0.6,180,92,-33.3472350857826
10,0.6,180,94,-33.3794075639839
10,0.6,180,96,-33.4255796863395
10,0.6,180,98,-33.4858978767193
10,0.6,180,100,-33.5605110831144
10,0.6,180,102,-33.6495684682074
10,0.6,180,104,-33.7532178072969
10,0.6,180,106,-33.8716047726541
10,0.6,180,108,-34.0048732940651
10,0.6,180,110,-34.1531671898343
10,0.6,180,112,-34.3166332602924
10,0.6,180,114,-34.4954260269364
10,0.6,180,116,-34.6897142856247
10,0.6,180,118,-34.8996896238076
10,0.6,180,120,-35.1255770329597
10,0.6,180,122,-35.3676477331402
10,0.6,180,124,-35.6262343235962
10,0.6,180,126,-35.9017483900435
10,0.6,180,128,-36.194700746133
10,0.6,180,130,-36.5057245761975
10,0.6,180,132,-36.8356018936764
10,0.6,180,134,-37.1852939529765
10,0.6,180,136,-37.5559765753031
10,0.6,180,138,-37.9490818026575
10,0.6,180,140,-38.3663479238688
10,0.6,180,142,-38.8098807901234
10,0.6,180,144,-39.2822305610153
10,0.6,180,146,-39.7864897650703
10,0.6,180,148,-40.3264210960791
10,0.6,180,150,-40.9066271510128
10,0.6,180,152,-41.5327801012454
10,0.6,180,154,-42.2119383507992
10,0.6,180,156,-42.952991752384
10,0.6,180,158,-43.7673006723126
10,0.6,180,160,-44.6696334947495
10,0.6,180,162,-45.6795722445863
10,0.6,180,164,-46.8236596424701
10,0.6,180,166,-48.138698708543
10,0.6,180,168,-49.6766396494491
10,0.6,180,170,-51.5103562011696
10,0.6,180,172,-53.7307842472244
10,0.6,180,174,-56.3684627932093
10,0.6,180,176,-58.8851930148737
10,0.6,180,178,-59.1942637793647
10,0.6,180,180,-56.8777561883776
12.5,0.6,180,0,-57.6857728907195
12.5,0.6,180,2,-57.1628512494682
12.5,0.6,180,4,-55.0078741057387
12.5,0.6,180,6,-52.6877800097856
12.5,0.6,180,8,-50.6617745412084
12.5,0.6,180,10,-48.9485172403479
12.5,0.6,180,12,-47.4897907383175
12.5,0.6,180,14,-46.229625944706
12.5,0.6,180,16,-45.1249473728542
12.5,0.6,180,18,-44.1438901359958
12.5,0.6,180,20,-43.2628414055626
12.5,0.6,180,22,-42.4640734311929
12.5,0.6,180,24,-41.7340709088607
12.5,0.6,180,26,-41.06237906979
12.5,0.6,180,28,-40.440807534122
12.5,0.6,180,30,-39.8628721405518
12.5,0.6,180,32,-39.3233963322452
12.5,0.6,180,34,-38.8182207310667
12.5,0.6,180,36,-38.3439871673472
12.5,0.6,180,38,-37.8979748007433
